Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    June 30, 2008
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
896161|AMERICAN STRATEGIC INCOME PORTFOLIO INC III|N-CSRS/A|2008-06-03|edgar/data/896161/0001104659-08-037516.txt
899749|HEALTHCARE REALTY TRUST INC|8-K|2008-05-08|edgar/data/899749/0001193125-08-107492.txt
902748|MINNESOTA MUNICIPAL INCOME PORTFOLIO INC|N-CSRS/A|2008-06-03|edgar/data/902748/0001104659-08-037508.txt
902750|AMERICAN MUNICIPAL INCOME PORTFOLIO INC|N-CSRS/A|2008-06-03|edgar/data/902750/0001104659-08-037504.txt
908785|AMERICAN SELECT PORTFOLIO INC|N-CSRS/A|2008-06-03|edgar/data/908785/0001104659-08-037517.txt
908823|ALLEGIANT ADVANTAGE FUND|485BPOS|2008-04-14|edgar/data/908823/0000935069-08-000922.txt
918267|DAILY INCOME FUND|N-CSR|2008-06-13|edgar/data/918267/0000764901-08-000058.txt
932471|VANGUARD HORIZON FUNDS|485APOS|2008-04-11|edgar/data/932471/0000932471-08-001070.txt
933738|ENGLOBAL CORP|8-K|2008-05-14|edgar/data/933738/0001157523-08-004306.txt
936468|LOCKHEED MARTIN CORP|8-K|2008-04-29|edgar/data/936468/0001193125-08-095066.txt
