Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2009
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1058057|MARVELL TECHNOLOGY GROUP LTD|10-Q|2009-09-10|edgar/data/1058057/0001193125-09-190034.txt
1058290|COGNIZANT TECHNOLOGY SOLUTIONS CORP|10-Q|2009-08-07|edgar/data/1058290/0001193125-09-168966.txt
1059324|PETROHAWK ENERGY CORP|10-Q|2009-08-04|edgar/data/1059324/0001193125-09-163743.txt
1059556|MOODYS CORP /DE/|10-Q/A|2009-08-14|edgar/data/1059556/0001193125-09-176059.txt
1060391|REPUBLIC SERVICES, INC.|10-Q|2009-08-07|edgar/data/1060391/0000950123-09-031596.txt
1061219|ENTERPRISE PRODUCTS PARTNERS L P|10-Q|2009-08-06|edgar/data/1061219/0001061219-09-000078.txt
1063761|SIMON PROPERTY GROUP INC /DE/|10-Q/A|2009-09-04|edgar/data/1063761/0001104659-09-053343.txt
1064728|PEABODY ENERGY CORP|10-Q|2009-08-07|edgar/data/1064728/0000950123-09-031817.txt
1065088|EBAY INC|10-Q|2009-07-29|edgar/data/1065088/0001193125-09-157212.txt
1065280|NETFLIX INC|10-Q|2009-07-31|edgar/data/1065280/0001193125-09-160729.txt
106535|WEYERHAEUSER CO|10-Q|2009-08-10|edgar/data/106535/0001193125-09-169473.txt
1066107|EL PASO CORP/DE|10-Q|2009-08-10|edgar/data/1066107/0000950123-09-032414.txt
1067983|BERKSHIRE HATHAWAY INC|10-Q|2009-08-07|edgar/data/1067983/0001157523-09-005813.txt
1070412|CONSOL Energy Inc|10-Q|2009-08-03|edgar/data/1070412/0001193125-09-161835.txt
1070423|PLAINS ALL AMERICAN PIPELINE LP|10-Q|2009-08-07|edgar/data/1070423/0001104659-09-048036.txt
1070750|HOST HOTELS & RESORTS, INC.|10-Q|2009-07-28|edgar/data/1070750/0001193125-09-156720.txt
107263|WILLIAMS COMPANIES INC|10-Q/A|2009-08-27|edgar/data/107263/0000950123-09-038339.txt
10795|BECTON DICKINSON & CO|10-Q|2009-08-10|edgar/data/10795/0000950123-09-032660.txt
1080224|EDGAR ONLINE INC|10-Q|2009-08-13|edgar/data/1080224/0001193125-09-174453.txt
1086195|ART TECHNOLOGY GROUP INC|10-Q|2009-08-06|edgar/data/1086195/0000950123-09-031164.txt
1086222|AKAMAI TECHNOLOGIES INC|10-Q/A|2009-09-04|edgar/data/1086222/0001193125-09-187772.txt
108772|XEROX CORP|10-Q|2009-08-03|edgar/data/108772/0001193125-09-162284.txt
1090012|DEVON ENERGY CORP/DE|10-Q|2009-08-06|edgar/data/1090012/0000950123-09-030946.txt
1090727|UNITED PARCEL SERVICE INC|10-Q|2009-08-07|edgar/data/1090727/0001193125-09-169068.txt
109198|TJX COMPANIES INC /DE/|10-Q|2009-08-28|edgar/data/109198/0000950123-09-039364.txt
1094093|PROGRESS ENERGY INC|10-Q/A|2009-09-02|edgar/data/1094093/0001094093-09-000184.txt
1099219|METLIFE INC|10-Q|2009-08-04|edgar/data/1099219/0000950123-09-029190.txt
1099534|EME HOMER CITY GENERATION LP|10-Q|2009-08-07|edgar/data/1099534/0001047469-09-007345.txt
1103982|KRAFT FOODS INC|10-Q|2009-08-05|edgar/data/1103982/0001193125-09-164943.txt
1105705|TIME WARNER INC.|10-Q|2009-07-29|edgar/data/1105705/0000950123-09-026632.txt
1108524|SALESFORCE COM INC|10-Q|2009-08-25|edgar/data/1108524/0001193125-09-180950.txt
1109357|EXELON CORP|10-Q|2009-07-24|edgar/data/1109357/0001193125-09-154888.txt
1113169|PRICE T ROWE GROUP INC|10-Q|2009-07-24|edgar/data/1113169/0000950123-09-025178.txt
1121788|GARMIN LTD|10-Q/A|2009-09-01|edgar/data/1121788/0001144204-09-046684.txt
1122304|AETNA INC /PA/|10-Q|2009-07-31|edgar/data/1122304/0001122304-09-000091.txt
1124198|FLUOR CORP|10-Q|2009-08-10|edgar/data/1124198/0001104659-09-048635.txt
1126294|RRI ENERGY INC|10-Q|2009-08-03|edgar/data/1126294/0000950123-09-028717.txt
1126328|PRINCIPAL FINANCIAL GROUP INC|10-Q|2009-08-05|edgar/data/1126328/0001104659-09-047410.txt
1130310|CENTERPOINT ENERGY INC|10-Q|2009-08-05|edgar/data/1130310/0001130310-09-000035.txt
1130385|FOSTER WHEELER AG|10-Q|2009-08-05|edgar/data/1130385/0000950123-09-030200.txt
1133421|NORTHROP GRUMMAN CORP /DE/|10-Q|2009-07-23|edgar/data/1133421/0000950123-09-024563.txt
1134016|MIDWEST GENERATION LLC|10-Q|2009-08-07|edgar/data/1134016/0001047469-09-007343.txt
1135152|FMC TECHNOLOGIES INC|10-Q|2009-08-07|edgar/data/1135152/0001193125-09-168553.txt
1135361|AMEREN ENERGY GENERATING CO|10-Q|2009-08-10|edgar/data/1135361/0001193125-09-170432.txt
1135971|PEPCO HOLDINGS INC|10-Q|2009-08-06|edgar/data/1135971/0001193125-09-167151.txt
1136869|ZIMMER HOLDINGS INC|10-Q/A|2009-08-17|edgar/data/1136869/0000950123-09-035693.txt
1136893|Fidelity National Information Services, Inc.|10-Q|2009-08-05|edgar/data/1136893/0000950123-09-030426.txt
1137411|ROCKWELL COLLINS INC|10-Q/A|2009-08-17|edgar/data/1137411/0001144204-09-043912.txt
1137774|PRUDENTIAL FINANCIAL INC|10-Q|2009-08-07|edgar/data/1137774/0001193125-09-169081.txt
1140859|AMERISOURCEBERGEN CORP|10-Q|2009-08-06|edgar/data/1140859/0000950123-09-030790.txt
1141391|MASTERCARD INC|10-Q|2009-07-31|edgar/data/1141391/0001193125-09-159733.txt
1141982|COOPER INDUSTRIES LTD|10-Q|2009-08-06|edgar/data/1141982/0000950123-09-030911.txt
1144519|Bunge LTD|10-Q|2009-08-10|edgar/data/1144519/0001104659-09-048657.txt
1156039|WELLPOINT INC|10-Q|2009-07-29|edgar/data/1156039/0001193125-09-158214.txt
1156375|CME GROUP INC.|10-Q/A|2009-09-04|edgar/data/1156375/0001193125-09-187481.txt
1158659|PSEG POWER LLC|10-Q|2009-08-03|edgar/data/1158659/0000930413-09-003976.txt
1163165|CONOCOPHILLIPS|10-Q|2009-08-04|edgar/data/1163165/0000950123-09-029713.txt
1163302|UNITED STATES STEEL CORP|10-Q|2009-07-28|edgar/data/1163302/0001193125-09-156797.txt
1163739|NABORS INDUSTRIES LTD|10-Q|2009-07-31|edgar/data/1163739/0000950123-09-028453.txt
1164727|NEWMONT MINING CORP /DE/|10-Q|2009-07-23|edgar/data/1164727/0000950123-09-024448.txt
1166126|J C PENNEY CO INC|10-Q|2009-09-09|edgar/data/1166126/0001166126-09-000048.txt
1166691|COMCAST CORP|10-Q|2009-08-06|edgar/data/1166691/0001193125-09-166759.txt
1167379|ALCON INC|6-K/A|2009-07-28|edgar/data/1167379/0001167379-09-000099.txt
1168054|CIMAREX ENERGY CO|10-Q|2009-08-07|edgar/data/1168054/0001104659-09-048135.txt
1168165|EXELON GENERATION CO LLC|10-Q|2009-07-24|edgar/data/1168165/0001193125-09-154888.txt
1169055|NOBLE CORP|10-Q|2009-08-07|edgar/data/1169055/0000950123-09-032022.txt
1170650|MEDCO HEALTH SOLUTIONS INC|10-Q|2009-07-29|edgar/data/1170650/0000950123-09-027011.txt
1174746|INTERCONTINENTALEXCHANGE INC|10-Q/A|2009-08-05|edgar/data/1174746/0000950123-09-030284.txt
1222333|SPDR GOLD TRUST|10-Q/A|2009-09-08|edgar/data/1222333/0000950123-09-041558.txt
1234307|DIRECTV FINANCING CO INC|10-Q|2009-08-07|edgar/data/1234307/0001047469-09-007315.txt
1234308|DIRECTV HOLDINGS LLC|10-Q|2009-08-07|edgar/data/1234308/0001047469-09-007315.txt
12659|H&R BLOCK INC|10-Q|2009-09-04|edgar/data/12659/0000950123-09-041361.txt
1267238|ASSURANT INC|10-Q|2009-08-06|edgar/data/1267238/0001193125-09-165642.txt
1274057|HOSPIRA INC|10-Q|2009-07-29|edgar/data/1274057/0001104659-09-045366.txt
1274494|FIRST SOLAR, INC.|10-Q|2009-08-03|edgar/data/1274494/0001274494-09-000019.txt
1275283|REYNOLDS AMERICAN INC|10-Q|2009-07-31|edgar/data/1275283/0000950123-09-028069.txt
1276520|GENWORTH FINANCIAL INC|10-Q|2009-07-31|edgar/data/1276520/0001193125-09-160870.txt
1281761|REGIONS FINANCIAL CORP|10-Q|2009-08-05|edgar/data/1281761/0001193125-09-165503.txt
1282266|WINDSTREAM CORP|10-Q|2009-08-06|edgar/data/1282266/0001193125-09-166917.txt
1288776|Google Inc.|10-Q|2009-08-04|edgar/data/1288776/0001193125-09-163845.txt
12927|BOEING CO|10-Q|2009-07-22|edgar/data/12927/0001193125-09-152905.txt
1306830|Celanese CORP|10-Q|2009-07-29|edgar/data/1306830/0000950123-09-027072.txt
1310243|Alpha Natural Resources, Inc./Old|10-Q|2009-08-07|edgar/data/1310243/0001310243-09-000085.txt
1316631|Liberty Global, Inc.|10-Q|2009-08-04|edgar/data/1316631/0001193125-09-163901.txt
1324404|CF Industries Holdings, Inc.|10-Q/A|2009-08-05|edgar/data/1324404/0001104659-09-047214.txt
1324404|CF Industries Holdings, Inc.|10-Q|2009-08-03|edgar/data/1324404/0001047469-09-007107.txt
1326160|Duke Energy CORP|10-Q|2009-08-07|edgar/data/1326160/0001193125-09-168607.txt
1326380|GameStop Corp.|10-Q|2009-09-09|edgar/data/1326380/0000950123-09-042090.txt
1333141|Fresenius Medical Care AG & Co. KGaA|6-K|2009-08-05|edgar/data/1333141/0000950123-09-029921.txt
1335793|CNX Gas Corp|10-Q|2009-08-03|edgar/data/1335793/0001193125-09-161831.txt
1339947|Viacom Inc.|10-Q|2009-07-28|edgar/data/1339947/0001193125-09-156564.txt
1341439|ORACLE CORP|10-Q|2009-09-21|edgar/data/1341439/0001193125-09-195193.txt
1345111|Tim Hortons Inc.|10-Q|2009-08-06|edgar/data/1345111/0001193125-09-167378.txt
1349436|SANDRIDGE ENERGY INC|10-Q|2009-08-06|edgar/data/1349436/0000950123-09-031224.txt
1355096|LIBERTY MEDIA CORP|10-Q|2009-08-07|edgar/data/1355096/0001047469-09-007370.txt
1357615|KBR, INC.|10-Q|2009-07-30|edgar/data/1357615/0001140361-09-017252.txt
13610|BOWNE & CO INC|10-Q|2009-08-04|edgar/data/13610/0000950123-09-029565.txt
1364742|BlackRock Inc.|10-Q|2009-08-07|edgar/data/1364742/0001193125-09-168969.txt
1365135|Western Union CO|10-Q|2009-08-04|edgar/data/1365135/0001193125-09-163822.txt
1368007|NYSE Euronext|10-Q|2009-08-07|edgar/data/1368007/0001193125-09-168490.txt
1373835|Spectra Energy Corp.|10-Q|2009-08-07|edgar/data/1373835/0001193125-09-168965.txt
1378946|People's United Financial, Inc.|10-Q|2009-08-10|edgar/data/1378946/0001193125-09-170393.txt
1385157|Tyco Electronics Ltd.|10-Q|2009-07-31|edgar/data/1385157/0001047469-09-007070.txt
1385187|Covidien plc|10-Q|2009-07-30|edgar/data/1385187/0001193125-09-159615.txt
1390777|Bank of New York Mellon CORP|10-Q|2009-08-07|edgar/data/1390777/0001193125-09-169196.txt
1393311|Public Storage|10-Q/A|2009-08-10|edgar/data/1393311/0001393311-09-000025.txt
1396009|Vulcan Materials CO|10-Q|2009-08-05|edgar/data/1396009/0000950123-09-030370.txt
1403161|VISA INC.|10-Q|2009-07-30|edgar/data/1403161/0001193125-09-159678.txt
1407703|FirstEnergy Solutions Corp.|10-Q|2009-08-03|edgar/data/1407703/0001031296-09-000021.txt
1413329|Philip Morris International Inc.|10-Q/A|2009-08-14|edgar/data/1413329/0001193125-09-175285.txt
1414932|Fifth Street Finance Corp|N-2/A|2009-07-09|edgar/data/1414932/0000950123-09-021052.txt
1424847|LORILLARD, INC.|10-Q|2009-07-30|edgar/data/1424847/0000950123-09-027485.txt
14272|BRISTOL MYERS SQUIBB CO|10-Q|2009-07-23|edgar/data/14272/0001193125-09-153889.txt
1437107|Discovery Communications, Inc.|10-Q|2009-08-04|edgar/data/1437107/0000950123-09-029613.txt
1451505|Transocean Ltd.|10-Q/A|2009-08-14|edgar/data/1451505/0001451505-09-000083.txt
1453090|Weatherford International Ltd./Switzerland|10-Q/A|2009-09-01|edgar/data/1453090/0000950123-09-040151.txt
1458891|Noble Corp / Switzerland|10-Q|2009-08-07|edgar/data/1458891/0000950123-09-032022.txt
1466258|Ingersoll-Rand plc|10-Q|2009-08-06|edgar/data/1466258/0001193125-09-166979.txt
16868|CANADIAN NATIONAL RAILWAY CO|6-K|2009-07-24|edgar/data/16868/0000016868-09-000037.txt
1800|ABBOTT LABORATORIES|10-Q|2009-08-07|edgar/data/1800/0001104659-09-048013.txt
18230|CATERPILLAR INC|10-Q/A|2009-08-12|edgar/data/18230/0000018230-09-000331.txt
18651|CENTRAL ILLINOIS LIGHT CO|10-Q|2009-08-10|edgar/data/18651/0001193125-09-170432.txt
18654|CENTRAL ILLINOIS PUBLIC SERVICE CO|10-Q|2009-08-10|edgar/data/18654/0001193125-09-170432.txt
19617|J P MORGAN CHASE & CO|10-Q|2009-08-10|edgar/data/19617/0000950123-09-032832.txt
200406|JOHNSON & JOHNSON|10-Q|2009-08-04|edgar/data/200406/0000950123-09-029672.txt
20171|CHUBB CORP|10-Q|2009-08-10|edgar/data/20171/0000950123-09-032665.txt
203077|ST JUDE MEDICAL INC|10-Q|2009-08-12|edgar/data/203077/0000950123-09-034092.txt
203527|VARIAN MEDICAL SYSTEMS INC|10-Q|2009-08-11|edgar/data/203527/0001193125-09-171667.txt
20947|CLEVELAND ELECTRIC ILLUMINATING CO|10-Q|2009-08-03|edgar/data/20947/0001031296-09-000021.txt
21344|COCA COLA CO|10-Q|2009-07-30|edgar/data/21344/0001047469-09-007013.txt
216228|ITT CORP|10-Q|2009-08-03|edgar/data/216228/0000950123-09-028851.txt
21665|COLGATE PALMOLIVE CO|10-Q|2009-07-30|edgar/data/21665/0001140361-09-017288.txt
217346|TEXTRON INC|10-Q|2009-07-31|edgar/data/217346/0000217346-09-000117.txt
22606|COMMONWEALTH EDISON CO|10-Q|2009-07-24|edgar/data/22606/0001193125-09-154888.txt
23082|COMPUTER SCIENCES CORP|10-Q|2009-08-07|edgar/data/23082/0000023082-09-000045.txt
23632|CONSOLIDATED EDISON CO OF NEW YORK INC|10-Q|2009-08-04|edgar/data/23632/0001193125-09-163543.txt
24545|MOLSON COORS BREWING CO|10-Q|2009-08-04|edgar/data/24545/0001047469-09-007134.txt
24741|CORNING INC /NY|10-Q|2009-07-29|edgar/data/24741/0000024741-09-000027.txt
25475|CRAWFORD & CO|10-Q|2009-08-10|edgar/data/25475/0001193125-09-170256.txt
26172|CUMMINS INC|10-Q|2009-07-30|edgar/data/26172/0001104659-09-045874.txt
27419|TARGET CORP|10-Q|2009-08-28|edgar/data/27419/0001104659-09-052321.txt
277135|GRAINGER W W INC|10-Q|2009-07-31|edgar/data/277135/0000277135-09-000023.txt
277595|ENERGEN CORP|10-Q|2009-08-07|edgar/data/277595/0001193125-09-168492.txt
277948|CSX CORP|10-Q|2009-07-15|edgar/data/277948/0000277948-09-000113.txt
27879|DELMARVA POWER & LIGHT CO /DE/|10-Q|2009-08-06|edgar/data/27879/0001193125-09-167151.txt
29669|RR Donnelley & Sons Co|10-Q|2009-08-05|edgar/data/29669/0001193125-09-165497.txt
2969|AIR PRODUCTS & CHEMICALS INC /DE/|10-Q|2009-07-24|edgar/data/2969/0000950123-09-025125.txt
29905|DOVER CORP|10-Q|2009-07-24|edgar/data/29905/0000950123-09-025033.txt
29915|DOW CHEMICAL CO /DE/|10-Q|2009-08-03|edgar/data/29915/0000029915-09-000044.txt
29989|OMNICOM GROUP INC|10-Q|2009-08-06|edgar/data/29989/0000891092-09-003150.txt
30554|DUPONT E I DE NEMOURS & CO|10-Q|2009-07-27|edgar/data/30554/0000950123-09-025764.txt
30625|FLOWSERVE CORP|10-Q|2009-07-29|edgar/data/30625/0000950123-09-026987.txt
310158|SCHERING PLOUGH CORP|10-Q|2009-07-24|edgar/data/310158/0000950123-09-025362.txt
310522|FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE|10-Q|2009-08-06|edgar/data/310522/0000950123-09-031364.txt
310764|STRYKER CORP|10-Q/A|2009-09-03|edgar/data/310764/0001193125-09-186885.txt
31277|EATON CORP|10-Q|2009-08-04|edgar/data/31277/0000950123-09-029675.txt
313616|DANAHER CORP /DE/|10-Q|2009-07-23|edgar/data/313616/0001193125-09-153251.txt
31462|ECOLAB INC|10-Q|2009-08-07|edgar/data/31462/0001104659-09-047977.txt
3146|ALABAMA GAS CORP|10-Q|2009-08-07|edgar/data/3146/0001193125-09-168492.txt
314808|ENSCO INTERNATIONAL INC|10-Q|2009-07-23|edgar/data/314808/0000314808-09-000067.txt
315189|DEERE & CO|10-Q|2009-08-28|edgar/data/315189/0001104659-09-052248.txt
315293|AON CORP|10-Q|2009-08-07|edgar/data/315293/0001104659-09-048222.txt
315852|RANGE RESOURCES CORP|10-Q|2009-07-23|edgar/data/315852/0000950123-09-024544.txt
316206|STARWOOD HOTEL & RESORTS WORLDWIDE INC|10-Q|2009-08-06|edgar/data/316206/0000950123-09-031199.txt
316709|SCHWAB CHARLES CORP|10-Q|2009-08-06|edgar/data/316709/0001193125-09-167020.txt
318154|AMGEN INC|10-Q|2009-08-10|edgar/data/318154/0001193125-09-169378.txt
320193|APPLE INC|10-Q|2009-07-22|edgar/data/320193/0001193125-09-153165.txt
320335|TORCHMARK CORP|10-Q|2009-08-07|edgar/data/320335/0001193125-09-168413.txt
32604|EMERSON ELECTRIC CO|10-Q|2009-08-05|edgar/data/32604/0001144204-09-040507.txt
33213|EQT Corp|10-Q|2009-07-29|edgar/data/33213/0001104659-09-045570.txt
34088|EXXON MOBIL CORP|10-Q|2009-08-05|edgar/data/34088/0001193125-09-165196.txt
352049|TOLEDO EDISON CO|10-Q|2009-08-03|edgar/data/352049/0001031296-09-000021.txt
353944|INTERNATIONAL GAME TECHNOLOGY|10-Q/A|2009-09-14|edgar/data/353944/0001354488-09-001699.txt
354908|FLIR SYSTEMS INC|10-Q|2009-08-10|edgar/data/354908/0001193125-09-170208.txt
354950|HOME DEPOT INC|10-Q|2009-09-03|edgar/data/354950/0000950123-09-040859.txt
35527|FIFTH THIRD BANCORP|10-Q|2009-08-10|edgar/data/35527/0001193125-09-170697.txt
356028|CA, INC.|10-Q/A|2009-07-30|edgar/data/356028/0000950123-09-027684.txt
36104|US BANCORP \DE\|10-Q|2009-08-10|edgar/data/36104/0000950123-09-033037.txt
36270|M&T BANK CORP|10-Q/A|2009-09-03|edgar/data/36270/0000950123-09-040810.txt
3673|ALLEGHENY ENERGY, INC|10-Q|2009-08-07|edgar/data/3673/0001193125-09-168917.txt
37634|FLORIDA POWER & LIGHT CO|10-Q|2009-07-31|edgar/data/37634/0000753308-09-000086.txt
37748|MASSEY ENERGY CO|10-Q/A|2009-08-11|edgar/data/37748/0000037748-09-000037.txt
37785|FMC CORP|10-Q|2009-08-05|edgar/data/37785/0001193125-09-165435.txt
37996|FORD MOTOR CO|10-Q|2009-08-05|edgar/data/37996/0001140361-09-017928.txt
38074|FOREST LABORATORIES INC|10-Q|2009-08-10|edgar/data/38074/0000038074-09-000041.txt
38079|FOREST OIL CORP|10-Q|2009-08-07|edgar/data/38079/0001047469-09-007411.txt
38777|FRANKLIN RESOURCES INC|10-Q|2009-08-07|edgar/data/38777/0001193125-09-168564.txt
39899|GANNETT CO INC /DE/|10-Q|2009-07-30|edgar/data/39899/0000950123-09-027154.txt
39911|GAP INC|10-Q|2009-09-09|edgar/data/39911/0001193125-09-189281.txt
40533|GENERAL DYNAMICS CORP|10-Q|2009-08-04|edgar/data/40533/0001193125-09-163762.txt
40545|GENERAL ELECTRIC CO|10-Q|2009-08-03|edgar/data/40545/0000040545-09-000049.txt
40704|GENERAL MILLS INC|10-Q|2009-09-24|edgar/data/40704/0000950123-09-045366.txt
40987|GENUINE PARTS CO|10-Q|2009-08-06|edgar/data/40987/0000950123-09-031054.txt
42542|GOODRICH CORP|10-Q|2009-07-23|edgar/data/42542/0000950123-09-024681.txt
4281|ALCOA INC|10-Q|2009-07-23|edgar/data/4281/0001193125-09-154110.txt
4447|HESS CORP|10-Q|2009-08-07|edgar/data/4447/0000950123-09-032096.txt
45012|HALLIBURTON CO|10-Q/A|2009-07-30|edgar/data/45012/0000045012-09-000273.txt
45288|HANCOCK JOHN SOVEREIGN BOND FUND|N-CSR/A|2009-09-16|edgar/data/45288/0000950123-09-043574.txt
46640|HEINZ H J CO|10-Q|2009-08-20|edgar/data/46640/0000950123-09-036965.txt
46765|HELMERICH & PAYNE INC|10-Q|2009-08-05|edgar/data/46765/0001104659-09-047200.txt
47111|HERSHEY CO|10-Q|2009-08-13|edgar/data/47111/0000047111-09-000038.txt
47217|HEWLETT PACKARD CO|10-Q/A|2009-09-08|edgar/data/47217/0001047469-09-008166.txt
4904|AMERICAN ELECTRIC POWER CO INC|10-Q|2009-08-04|edgar/data/4904/0000004904-09-000117.txt
