Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2006
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
29915|DOW CHEMICAL CO /DE/|10-Q|2006-10-31|edgar/data/29915/0001104659-06-069814.txt
35333|FIDELITY SYSTEMATIC INVESTMENT PLANS|485APOS|2006-11-30|edgar/data/35333/0000035333-06-000006.txt
40545|GENERAL ELECTRIC CO|8-K|2006-11-16|edgar/data/40545/0000040545-06-000055.txt
66740|3M CO|8-K|2006-11-15|edgar/data/66740/0001104659-06-075454.txt
718573|RADYNE CORP|10-Q|2006-11-08|edgar/data/718573/0001193125-06-228444.txt
722575|BBH TRUST|485APOS|2006-10-20|edgar/data/722575/0001318148-06-001517.txt
751656|MFS MUNICIPAL SERIES TRUST|N-14|2006-12-18|edgar/data/751656/0000950156-06-000631.txt
754510|FIDELITY SECURITIES FUND|485APOS|2006-11-14|edgar/data/754510/0000754510-06-000057.txt
764180|ALTRIA GROUP, INC.|8-K|2006-12-07|edgar/data/764180/0001157523-06-011973.txt
77476|PEPSICO INC|8-K|2006-10-12|edgar/data/77476/0001157523-06-009824.txt
78003|PFIZER INC|8-K|2006-11-30|edgar/data/78003/0000078003-06-000317.txt
78003|PFIZER INC|8-K|2006-11-30|edgar/data/78003/0000078003-06-000319.txt
78003|PFIZER INC|8-K|2006-12-11|edgar/data/78003/0000078003-06-000337.txt
789019|MICROSOFT CORP|8-K|2006-10-10|edgar/data/789019/0001193125-06-205609.txt
789019|MICROSOFT CORP|8-K|2006-11-14|edgar/data/789019/0001193125-06-235137.txt
790070|EMC CORP|8-K|2006-12-13|edgar/data/790070/0000950135-06-007402.txt
790558|HARTFORD HLS SERIES FUND II INC|N-14|2006-10-31|edgar/data/790558/0000930413-06-007575.txt
790558|HARTFORD HLS SERIES FUND II INC|N-14|2006-10-31|edgar/data/790558/0000930413-06-007576.txt
796343|ADOBE SYSTEMS INC|10-Q|2006-10-11|edgar/data/796343/0001104659-06-066129.txt
797871|SOUTH FINANCIAL GROUP INC|8-K|2006-12-29|edgar/data/797871/0001308617-06-000048.txt
797871|SOUTH FINANCIAL GROUP INC|8-K|2006-12-29|edgar/data/797871/0001308617-06-000049.txt
797871|SOUTH FINANCIAL GROUP INC|8-K|2006-12-29|edgar/data/797871/0001308617-06-000050.txt
799127|VANGUARD QUANTITATIVE FUNDS /|485APOS|2006-11-01|edgar/data/799127/0000932471-06-001644.txt
857489|VANGUARD INTERNATIONAL EQUITY INDEX FUNDS|485APOS|2006-12-15|edgar/data/857489/0000932471-06-001746.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2006-11-30|edgar/data/8670/0000008670-06-000306.txt
887318|BNY HAMILTON FUNDS INC|485APOS|2006-12-11|edgar/data/887318/0001193125-06-250646.txt
887318|BNY HAMILTON FUNDS INC|485BPOS|2006-12-29|edgar/data/887318/0001193125-06-261722.txt
889188|Forward Funds|485APOS|2006-10-13|edgar/data/889188/0001193125-06-207507.txt
933738|ENGLOBAL CORP|8-K|2006-11-15|edgar/data/933738/0001157523-06-011386.txt
936468|LOCKHEED MARTIN CORP|8-K|2006-10-31|edgar/data/936468/0001193125-06-219311.txt
