Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2008
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1160330|BANK BRADESCO|6-K|2008-10-27|edgar/data/1160330/0001292814-08-002884.txt
1166691|COMCAST CORP|8-K|2008-10-03|edgar/data/1166691/0001193125-08-205713.txt
1166691|COMCAST CORP|8-K|2008-11-10|edgar/data/1166691/0001193125-08-231379.txt
1308161|NEWS CORP|8-K|2008-11-14|edgar/data/1308161/0001193125-08-236951.txt
1316631|Liberty Global, Inc.|8-K|2008-10-15|edgar/data/1316631/0001193125-08-210779.txt
1316631|Liberty Global, Inc.|8-K|2008-11-25|edgar/data/1316631/0001193125-08-243181.txt
1335793|CNX Gas CORP|10-Q|2008-11-04|edgar/data/1335793/0001193125-08-224102.txt
1349436|SANDRIDGE ENERGY INC|10-Q|2008-11-06|edgar/data/1349436/0000950134-08-019679.txt
1355096|LIBERTY MEDIA CORP|8-K|2008-10-16|edgar/data/1355096/0001104659-08-064431.txt
1355096|LIBERTY MEDIA CORP|8-K|2008-12-08|edgar/data/1355096/0001104659-08-075249.txt
1356115|Highland Credit Strategies Fund|N-14 8C|2008-12-24|edgar/data/1356115/0000950134-08-022784.txt
1365135|Western Union CO|8-K|2008-12-30|edgar/data/1365135/0000950134-08-022900.txt
1368007|NYSE Euronext|8-K|2008-11-26|edgar/data/1368007/0001193125-08-244486.txt
1383312|BROADRIDGE FINANCIAL SOLUTIONS, INC.|8-K|2008-11-21|edgar/data/1383312/0001193125-08-240930.txt
17797|CAROLINA POWER & LIGHT CO|8-K|2008-12-12|edgar/data/17797/0001094093-08-000198.txt
200406|JOHNSON & JOHNSON|8-K|2008-11-24|edgar/data/200406/0000950123-08-016165.txt
24741|CORNING INC /NY|8-K|2008-10-10|edgar/data/24741/0000024741-08-000255.txt
26172|CUMMINS INC|8-K|2008-12-02|edgar/data/26172/0001104659-08-074169.txt
26172|CUMMINS INC|8-K|2008-12-15|edgar/data/26172/0001104659-08-076464.txt
28412|COMERICA INC /NEW/|8-K|2008-12-09|edgar/data/28412/0001104659-08-075545.txt
29669|RR Donnelley & Sons Co|8-K|2008-11-13|edgar/data/29669/0001193125-08-235214.txt
2969|AIR PRODUCTS & CHEMICALS INC /DE/|8-K|2008-10-16|edgar/data/2969/0000950123-08-012951.txt
29989|OMNICOM GROUP INC|8-K|2008-10-24|edgar/data/29989/0000891092-08-005177.txt
30625|FLOWSERVE CORP|8-K|2008-11-21|edgar/data/30625/0000950134-08-021063.txt
318771|GENENTECH INC|8-K|2008-11-21|edgar/data/318771/0000318771-08-000021.txt
354046|FIDELITY CHARLES STREET TRUST|485APOS|2008-11-26|edgar/data/354046/0000354046-08-000022.txt
37637|FLORIDA POWER CORP|8-K|2008-12-12|edgar/data/37637/0001094093-08-000196.txt
38009|FORD MOTOR CREDIT CO LLC|8-K|2008-12-16|edgar/data/38009/0001157523-08-009885.txt
38074|FOREST LABORATORIES INC|8-K|2008-12-10|edgar/data/38074/0001140361-08-027515.txt
38074|FOREST LABORATORIES INC|8-K|2008-12-11|edgar/data/38074/0000038074-08-000027.txt
39911|GAP INC|8-K|2008-10-28|edgar/data/39911/0001193125-08-217770.txt
40545|GENERAL ELECTRIC CO|8-K|2008-12-12|edgar/data/40545/0000040545-08-000065.txt
4281|ALCOA INC|8-K|2008-11-25|edgar/data/4281/0001193125-08-243438.txt
45288|HANCOCK JOHN SOVEREIGN BOND FUND|485BPOS|2008-10-02|edgar/data/45288/0000950135-08-006310.txt
45288|HANCOCK JOHN SOVEREIGN BOND FUND|N-CSR/A|2008-12-04|edgar/data/45288/0000950135-08-007741.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2008-10-23|edgar/data/51143/0001104659-08-065416.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2008-11-17|edgar/data/51143/0001104659-08-071167.txt
5513|Unum Group|8-K|2008-12-10|edgar/data/5513/0001193125-08-250964.txt
63754|MCCORMICK & CO INC|8-K|2008-10-30|edgar/data/63754/0001193125-08-219958.txt
66740|3M CO|8-K|2008-12-22|edgar/data/66740/0001104659-08-077874.txt
705318|ASSET MANAGEMENT FUND|N-14|2008-11-24|edgar/data/705318/0000950137-08-013972.txt
708191|FIDELITY FINANCIAL TRUST|485APOS|2008-12-19|edgar/data/708191/0000708191-08-000010.txt
72207|NOBLE ENERGY INC|8-K|2008-12-10|edgar/data/72207/0000072207-08-000023.txt
731766|UNITEDHEALTH GROUP INC|8-K|2008-11-26|edgar/data/731766/0001193125-08-244551.txt
744822|FIDELITY INVESTMENT TRUST|485APOS|2008-11-26|edgar/data/744822/0000744822-08-000030.txt
744822|FIDELITY INVESTMENT TRUST|485BPOS|2008-12-15|edgar/data/744822/0000744822-08-000036.txt
764180|ALTRIA GROUP, INC.|8-K|2008-11-25|edgar/data/764180/0001157523-08-009573.txt
765880|HCP, INC.|10-Q|2008-11-04|edgar/data/765880/0001104659-08-067764.txt
769397|AUTODESK INC|8-K|2008-12-12|edgar/data/769397/0001193125-08-252188.txt
773840|HONEYWELL INTERNATIONAL INC|8-K|2008-12-11|edgar/data/773840/0000930413-08-007158.txt
77476|PEPSICO INC|8-K|2008-10-15|edgar/data/77476/0001157523-08-008055.txt
789019|MICROSOFT CORP|8-K|2008-10-23|edgar/data/789019/0001193125-08-215214.txt
794105|VANGUARD BOND INDEX FUNDS|485APOS|2008-12-24|edgar/data/794105/0000932471-08-002092.txt
796343|ADOBE SYSTEMS INC|10-Q|2008-10-02|edgar/data/796343/0000796343-08-000007.txt
804055|COCA COLA ENTERPRISES INC|8-K|2008-10-31|edgar/data/804055/0001193125-08-221463.txt
815097|CARNIVAL CORP|8-K|2008-12-01|edgar/data/815097/0001193125-08-245779.txt
815556|FASTENAL CO|8-K|2008-10-23|edgar/data/815556/0001193125-08-215316.txt
818686|TEVA PHARMACEUTICAL INDUSTRIES LTD|6-K|2008-11-28|edgar/data/818686/0001193125-08-245185.txt
86144|SAFEWAY INC|8-K|2008-10-09|edgar/data/86144/0001193125-08-208586.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2008-10-06|edgar/data/8670/0000008670-08-000065.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2008-11-19|edgar/data/8670/0000008670-08-000090.txt
872323|HARRIS ASSOCIATES INVESTMENT TRUST|N-CSR|2008-11-20|edgar/data/872323/0001104659-08-071858.txt
874761|AES CORP|8-K|2008-11-14|edgar/data/874761/0001104659-08-071049.txt
874761|AES CORP|8-K|2008-11-14|edgar/data/874761/0001104659-08-071053.txt
883984|ICU MEDICAL INC/DE|10-Q|2008-10-23|edgar/data/883984/0001104659-08-065418.txt
884905|PRAXAIR INC|8-K|2008-11-17|edgar/data/884905/0001193125-08-237648.txt
896262|AMEDISYS INC|8-K|2008-10-30|edgar/data/896262/0001193125-08-219984.txt
89800|SHERWIN WILLIAMS CO|8-K|2008-11-03|edgar/data/89800/0000950152-08-008578.txt
899749|HEALTHCARE REALTY TRUST INC|8-K|2008-11-21|edgar/data/899749/0001193125-08-240848.txt
899881|PROLOGIS|10-Q|2008-11-10|edgar/data/899881/0000950134-08-019990.txt
899881|PROLOGIS|8-K|2008-10-10|edgar/data/899881/0000950134-08-017827.txt
899881|PROLOGIS|8-K|2008-10-10|edgar/data/899881/0000950134-08-017828.txt
901491|PAPA JOHNS INTERNATIONAL INC|8-K|2008-11-12|edgar/data/901491/0001104659-08-069908.txt
909221|JPMORGAN INSURANCE TRUST|N-14|2008-12-22|edgar/data/909221/0001145443-08-003441.txt
92122|SOUTHERN CO|8-K|2008-12-31|edgar/data/92122/0000092122-08-000084.txt
922621|ERIE INDEMNITY CO|8-K|2008-11-17|edgar/data/922621/0000950152-08-009389.txt
92380|SOUTHWEST AIRLINES CO|8-K|2008-10-22|edgar/data/92380/0000092380-08-000021.txt
933738|ENGLOBAL CORP|8-K|2008-11-20|edgar/data/933738/0001157523-08-009470.txt
93410|CHEVRON CORP|10-Q|2008-11-06|edgar/data/93410/0000950134-08-019596.txt
945436|MEMC ELECTRONIC MATERIALS INC|8-K|2008-12-16|edgar/data/945436/0001193125-08-254323.txt
