Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2008
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
30554|DUPONT E I DE NEMOURS & CO|8-K|2008-07-29|edgar/data/30554/0000893220-08-002188.txt
37996|FORD MOTOR CO|8-K|2008-09-10|edgar/data/37996/0001157523-08-007340.txt
38009|FORD MOTOR CREDIT CO LLC|8-K|2008-09-11|edgar/data/38009/0001157523-08-007350.txt
40545|GENERAL ELECTRIC CO|8-K|2008-08-06|edgar/data/40545/0000040545-08-000037.txt
40704|GENERAL MILLS INC|8-K|2008-08-15|edgar/data/40704/0000950137-08-010830.txt
40704|GENERAL MILLS INC|8-K|2008-09-26|edgar/data/40704/0000950137-08-012088.txt
4281|ALCOA INC|8-K|2008-09-30|edgar/data/4281/0001193125-08-203996.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2008-09-18|edgar/data/51143/0001104659-08-059468.txt
66740|3M CO|8-K|2008-09-05|edgar/data/66740/0001104659-08-057266.txt
66740|3M CO|8-K|2008-09-15|edgar/data/66740/0001104659-08-058647.txt
66740|3M CO|8-K|2008-09-16|edgar/data/66740/0001104659-08-058923.txt
72207|NOBLE ENERGY INC|8-K|2008-09-24|edgar/data/72207/0001140361-08-021862.txt
740372|NEW YORK DAILY TAX FREE INCOME FUND INC|N-CSR|2008-07-09|edgar/data/740372/0000764901-08-000069.txt
745968|FEDERATED EQUITY FUNDS|485BPOS|2008-08-04|edgar/data/745968/0001193125-08-165076.txt
764180|ALTRIA GROUP, INC.|8-K|2008-09-29|edgar/data/764180/0001157523-08-007687.txt
765880|HCP, INC.|10-Q|2008-08-05|edgar/data/765880/0001104659-08-049707.txt
769397|AUTODESK INC|8-K|2008-09-24|edgar/data/769397/0001193125-08-200578.txt
77476|PEPSICO INC|8-K|2008-07-23|edgar/data/77476/0001157523-08-005793.txt
789019|MICROSOFT CORP|8-K|2008-08-01|edgar/data/789019/0001193125-08-162828.txt
796343|ADOBE SYSTEMS INC|10-Q|2008-07-03|edgar/data/796343/0000796343-08-000005.txt
804055|COCA COLA ENTERPRISES INC|8-K|2008-08-06|edgar/data/804055/0001193125-08-168358.txt
806085|LEHMAN BROTHERS HOLDINGS INC|8-K|2008-07-14|edgar/data/806085/0001193125-08-150495.txt
815556|FASTENAL CO|8-K|2008-07-28|edgar/data/815556/0001193125-08-158852.txt
818686|TEVA PHARMACEUTICAL INDUSTRIES LTD|6-K|2008-08-06|edgar/data/818686/0001193125-08-168106.txt
829433|WEXFORD TRUST/PA|485BPOS|2008-09-16|edgar/data/829433/0000894189-08-003024.txt
843078|TAX EXEMPT PROCEEDS FUND INC|N-CSR|2008-08-20|edgar/data/843078/0000764901-08-000083.txt
86144|SAFEWAY INC|8-K/A|2008-07-31|edgar/data/86144/0001193125-08-161552.txt
86144|SAFEWAY INC|8-K|2008-07-30|edgar/data/86144/0001193125-08-160373.txt
883984|ICU MEDICAL INC/DE|10-Q|2008-07-30|edgar/data/883984/0001104659-08-048499.txt
884905|PRAXAIR INC|8-K|2008-08-20|edgar/data/884905/0001193125-08-181483.txt
896262|AMEDISYS INC|8-K|2008-07-29|edgar/data/896262/0001193125-08-160221.txt
899749|HEALTHCARE REALTY TRUST INC|8-K|2008-08-14|edgar/data/899749/0001193125-08-177856.txt
901491|PAPA JOHNS INTERNATIONAL INC|8-K|2008-08-05|edgar/data/901491/0001104659-08-049902.txt
901491|PAPA JOHNS INTERNATIONAL INC|8-K|2008-08-11|edgar/data/901491/0001104659-08-051666.txt
926678|BRANDES INVESTMENT TRUST|485APOS|2008-08-01|edgar/data/926678/0000894189-08-002359.txt
933738|ENGLOBAL CORP|8-K|2008-08-25|edgar/data/933738/0001157523-08-007073.txt
