Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    March 31, 2008
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
38009|FORD MOTOR CREDIT CO LLC|8-K|2008-01-04|edgar/data/38009/0001157523-08-000089.txt
38009|FORD MOTOR CREDIT CO LLC|8-K|2008-03-20|edgar/data/38009/0001157523-08-002390.txt
718573|RADYNE CORP|8-K|2008-03-25|edgar/data/718573/0001193125-08-064631.txt
744822|FIDELITY INVESTMENT TRUST|485BPOS|2008-01-10|edgar/data/744822/0000744822-08-000006.txt
745968|FEDERATED EQUITY FUNDS|485BPOS|2008-02-29|edgar/data/745968/0001193125-08-043071.txt
773910|ANADARKO PETROLEUM CORP|8-K|2008-01-18|edgar/data/773910/0001193125-08-008603.txt
77476|PEPSICO INC|8-K|2008-02-15|edgar/data/77476/0001157523-08-001471.txt
78100|PECO ENERGY CO|8-K|2008-03-24|edgar/data/78100/0001193125-08-063568.txt
789019|MICROSOFT CORP|8-K|2008-02-14|edgar/data/789019/0001193125-08-031558.txt
796343|ADOBE SYSTEMS INC|10-K|2008-01-24|edgar/data/796343/0001047469-08-000497.txt
806085|LEHMAN BROTHERS HOLDINGS INC|8-K|2008-02-05|edgar/data/806085/0001193125-08-020099.txt
806620|CALIFORNIA DAILY TAX FREE INCOME FUND INC|N-CSR|2008-03-06|edgar/data/806620/0000759699-08-000083.txt
808013|NORTH AMERICAN TECHNOLOGIES GROUP INC /TX/|8-K|2008-01-11|edgar/data/808013/0001193125-08-005373.txt
811030|PROFESSIONALLY MANAGED PORTFOLIOS|485BPOS|2008-02-21|edgar/data/811030/0000894189-08-000530.txt
811030|PROFESSIONALLY MANAGED PORTFOLIOS|485BPOS|2008-02-21|edgar/data/811030/0000894189-08-000531.txt
812015|ALLIANCEBERNSTEIN PORTFOLIOS|485BPOS|2008-02-25|edgar/data/812015/0001193125-08-037518.txt
812015|ALLIANCEBERNSTEIN PORTFOLIOS|485BPOS|2008-03-26|edgar/data/812015/0001193125-08-065622.txt
815556|FASTENAL CO|8-K|2008-02-29|edgar/data/815556/0001193125-08-043257.txt
818686|TEVA PHARMACEUTICAL INDUSTRIES LTD|6-K|2008-03-24|edgar/data/818686/0001193125-08-063479.txt
820892|FIRST AMERICAN INVESTMENT FUNDS INC|N-CSR/A|2008-02-27|edgar/data/820892/0000950135-08-001246.txt
838131|AMERICAN INCOME FUND INC /VA|N-CSR/A|2008-01-22|edgar/data/838131/0001104659-08-003597.txt
878930|AMERICAN STRATEGIC INCOME PORTFOLIO INC|N-CSR/A|2008-01-22|edgar/data/878930/0001104659-08-003601.txt
883984|ICU MEDICAL INC/DE|10-K|2008-02-22|edgar/data/883984/0001104659-08-012370.txt
886984|AMERICAN STRATEGIC INCOME PORTFOLIO INC II|N-CSR/A|2008-01-22|edgar/data/886984/0001104659-08-003602.txt
896161|AMERICAN STRATEGIC INCOME PORTFOLIO INC III|N-CSR/A|2008-01-22|edgar/data/896161/0001104659-08-003603.txt
896435|AIM VARIABLE INSURANCE FUNDS|485APOS|2008-02-11|edgar/data/896435/0000950129-08-000734.txt
899749|HEALTHCARE REALTY TRUST INC|8-K|2008-03-03|edgar/data/899749/0001193125-08-044802.txt
901491|PAPA JOHNS INTERNATIONAL INC|8-K|2008-03-28|edgar/data/901491/0001104659-08-020683.txt
902748|MINNESOTA MUNICIPAL INCOME PORTFOLIO INC|N-CSR/A|2008-01-22|edgar/data/902748/0001104659-08-003600.txt
902750|AMERICAN MUNICIPAL INCOME PORTFOLIO INC|N-CSR/A|2008-01-22|edgar/data/902750/0001104659-08-003598.txt
908785|AMERICAN SELECT PORTFOLIO INC|N-CSR/A|2008-01-22|edgar/data/908785/0001104659-08-003604.txt
929523|DRYDEN TOTAL RETURN BOND FUND INC|485BPOS|2008-01-17|edgar/data/929523/0001133228-08-000057.txt
933738|ENGLOBAL CORP|8-K|2008-03-24|edgar/data/933738/0001157523-08-002423.txt
936468|LOCKHEED MARTIN CORP|8-K|2008-03-05|edgar/data/936468/0001193125-08-047892.txt
