Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2009
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1407703|FirstEnergy Solutions Corp.|10-Q|2009-11-09|edgar/data/1407703/0001031296-09-000035.txt
1413329|Philip Morris International Inc.|10-Q|2009-11-06|edgar/data/1413329/0001193125-09-226508.txt
1424847|LORILLARD, INC.|10-Q|2009-10-29|edgar/data/1424847/0000950123-09-054738.txt
14272|BRISTOL MYERS SQUIBB CO|10-Q|2009-10-22|edgar/data/14272/0001193125-09-211734.txt
1427437|Entergy Texas, Inc.|10-Q|2009-11-06|edgar/data/1427437/0000065984-09-000219.txt
1437107|Discovery Communications, Inc.|10-Q|2009-11-03|edgar/data/1437107/0000950123-09-056946.txt
1451505|Transocean Ltd.|10-Q|2009-11-04|edgar/data/1451505/0001451505-09-000095.txt
1453090|Weatherford International Ltd./Switzerland|10-Q|2009-11-02|edgar/data/1453090/0000950123-09-055794.txt
1458891|Noble Corp / Switzerland|10-Q|2009-11-06|edgar/data/1458891/0000950123-09-058947.txt
1466258|Ingersoll-Rand plc|10-Q|2009-11-06|edgar/data/1466258/0001193125-09-226774.txt
1467373|Accenture plc|10-Q|2009-12-18|edgar/data/1467373/0001193125-09-256007.txt
16732|CAMPBELL SOUP CO|10-Q|2009-12-10|edgar/data/16732/0000950123-09-069718.txt
16868|CANADIAN NATIONAL RAILWAY CO|6-K|2009-10-23|edgar/data/16868/0000016868-09-000051.txt
17797|CAROLINA POWER & LIGHT CO|10-Q|2009-11-06|edgar/data/17797/0001094093-09-000218.txt
1800|ABBOTT LABORATORIES|10-Q|2009-11-06|edgar/data/1800/0001104659-09-063192.txt
18230|CATERPILLAR INC|10-Q|2009-10-30|edgar/data/18230/0000018230-09-000466.txt
18651|CENTRAL ILLINOIS LIGHT CO|10-Q|2009-11-09|edgar/data/18651/0001193125-09-229036.txt
18654|CENTRAL ILLINOIS PUBLIC SERVICE CO|10-Q|2009-11-09|edgar/data/18654/0001193125-09-229036.txt
19617|J P MORGAN CHASE & CO|10-Q|2009-11-09|edgar/data/19617/0000950123-09-060099.txt
200406|JOHNSON & JOHNSON|10-Q|2009-11-04|edgar/data/200406/0000950123-09-057624.txt
20171|CHUBB CORP|10-Q|2009-11-06|edgar/data/20171/0000950123-09-059260.txt
202058|HARRIS CORP /DE/|10-Q|2009-10-28|edgar/data/202058/0000950123-09-054254.txt
202584|SYSTEM ENERGY RESOURCES INC|10-Q|2009-11-06|edgar/data/202584/0000065984-09-000219.txt
203077|ST JUDE MEDICAL INC|10-Q|2009-11-10|edgar/data/203077/0000897101-09-002245.txt
203527|VARIAN MEDICAL SYSTEMS INC|10-K|2009-11-25|edgar/data/203527/0001193125-09-242405.txt
20947|CLEVELAND ELECTRIC ILLUMINATING CO|10-Q|2009-11-09|edgar/data/20947/0001031296-09-000035.txt
21076|CLOROX CO /DE/|10-Q|2009-11-03|edgar/data/21076/0001206774-09-002024.txt
21344|COCA COLA CO|10-Q/A|2009-10-29|edgar/data/21344/0001047469-09-009321.txt
216228|ITT CORP|10-Q|2009-11-03|edgar/data/216228/0000950123-09-056401.txt
21665|COLGATE PALMOLIVE CO|10-Q|2009-10-29|edgar/data/21665/0001140361-09-024040.txt
217346|TEXTRON INC|10-Q|2009-10-30|edgar/data/217346/0000217346-09-000156.txt
22606|COMMONWEALTH EDISON CO|10-Q|2009-10-23|edgar/data/22606/0001193125-09-212818.txt
23082|COMPUTER SCIENCES CORP|10-Q|2009-11-12|edgar/data/23082/0000023082-09-000065.txt
23217|CONAGRA FOODS INC /DE/|10-Q|2009-10-07|edgar/data/23217/0000950123-09-048892.txt
23632|CONSOLIDATED EDISON CO OF NEW YORK INC|10-Q|2009-11-02|edgar/data/23632/0001193125-09-219909.txt
23666|Sara Lee Corp|10-Q|2009-11-05|edgar/data/23666/0001193125-09-224656.txt
24545|MOLSON COORS BREWING CO|10-Q|2009-11-05|edgar/data/24545/0001047469-09-009543.txt
24741|CORNING INC /NY|10-Q|2009-11-02|edgar/data/24741/0000024741-09-000043.txt
25475|CRAWFORD & CO|10-Q|2009-11-09|edgar/data/25475/0000950123-09-059975.txt
26172|CUMMINS INC|10-Q|2009-10-30|edgar/data/26172/0001104659-09-061460.txt
27419|TARGET CORP|10-Q|2009-12-04|edgar/data/27419/0001104659-09-068572.txt
277135|GRAINGER W W INC|10-Q|2009-10-29|edgar/data/277135/0000277135-09-000043.txt
277595|ENERGEN CORP|10-Q|2009-11-03|edgar/data/277595/0001193125-09-221554.txt
277948|CSX CORP|10-Q|2009-10-20|edgar/data/277948/0000277948-09-000164.txt
27879|DELMARVA POWER & LIGHT CO /DE/|10-Q|2009-10-29|edgar/data/27879/0001193125-09-217423.txt
29669|RR Donnelley & Sons Co|10-Q|2009-11-04|edgar/data/29669/0001193125-09-223896.txt
2969|AIR PRODUCTS & CHEMICALS INC /DE/|10-K|2009-11-25|edgar/data/2969/0000950123-09-066095.txt
29905|DOVER CORP|10-Q|2009-10-23|edgar/data/29905/0000950123-09-052556.txt
29915|DOW CHEMICAL CO /DE/|10-Q|2009-10-30|edgar/data/29915/0000029915-09-000074.txt
29989|OMNICOM GROUP INC|10-Q|2009-10-26|edgar/data/29989/0000891092-09-003997.txt
30554|DUPONT E I DE NEMOURS & CO|10-Q|2009-10-26|edgar/data/30554/0001104659-09-060362.txt
30625|FLOWSERVE CORP|10-Q|2009-10-28|edgar/data/30625/0000950123-09-054160.txt
310158|SCHERING PLOUGH CORP|10-Q|2009-10-29|edgar/data/310158/0000950123-09-054872.txt
310522|FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE|10-Q|2009-11-05|edgar/data/310522/0000950123-09-058443.txt
310764|STRYKER CORP|10-Q|2009-11-09|edgar/data/310764/0001193125-09-229142.txt
31277|EATON CORP|10-Q|2009-11-05|edgar/data/31277/0000950123-09-058029.txt
313616|DANAHER CORP /DE/|10-Q|2009-10-22|edgar/data/313616/0001193125-09-211288.txt
31462|ECOLAB INC|10-Q|2009-11-06|edgar/data/31462/0001104659-09-063126.txt
3146|ALABAMA GAS CORP|10-Q|2009-11-03|edgar/data/3146/0001193125-09-221554.txt
314808|ENSCO INTERNATIONAL INC|10-Q|2009-10-22|edgar/data/314808/0000314808-09-000093.txt
315189|DEERE & CO|10-K|2009-12-17|edgar/data/315189/0001104659-09-070344.txt
315293|AON CORP|10-Q|2009-11-03|edgar/data/315293/0001104659-09-062181.txt
3153|ALABAMA POWER CO|10-Q|2009-11-06|edgar/data/3153/0000092122-09-000089.txt
315852|RANGE RESOURCES CORP|10-Q|2009-10-22|edgar/data/315852/0000950123-09-052020.txt
316206|STARWOOD HOTEL & RESORTS WORLDWIDE INC|10-Q/A|2009-10-30|edgar/data/316206/0000950123-09-055233.txt
316709|SCHWAB CHARLES CORP|10-Q|2009-11-05|edgar/data/316709/0001193125-09-224395.txt
317187|PPL ELECTRIC UTILITIES CORP|10-Q|2009-10-30|edgar/data/317187/0000922224-09-000114.txt
318154|AMGEN INC|10-Q|2009-11-06|edgar/data/318154/0001193125-09-227739.txt
320187|NIKE INC|10-Q|2009-10-08|edgar/data/320187/0001193125-09-205690.txt
320193|APPLE INC|10-K|2009-10-27|edgar/data/320193/0001193125-09-214859.txt
320335|TORCHMARK CORP|10-Q|2009-11-06|edgar/data/320335/0001193125-09-227080.txt
32604|EMERSON ELECTRIC CO|10-K|2009-11-23|edgar/data/32604/0001144204-09-061535.txt
33213|EQT Corp|10-Q|2009-10-29|edgar/data/33213/0001104659-09-061197.txt
34088|EXXON MOBIL CORP|10-Q|2009-11-05|edgar/data/34088/0001193125-09-225285.txt
352049|TOLEDO EDISON CO|10-Q|2009-11-09|edgar/data/352049/0001031296-09-000035.txt
353944|INTERNATIONAL GAME TECHNOLOGY|10-K|2009-12-02|edgar/data/353944/0001437749-09-001934.txt
354908|FLIR SYSTEMS INC|10-Q|2009-11-09|edgar/data/354908/0001193125-09-227833.txt
354950|HOME DEPOT INC|10-Q|2009-12-03|edgar/data/354950/0001193125-09-246720.txt
