Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2007
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1091530|XM SATELLITE RADIO HOLDINGS INC|8-K|2007-10-30|edgar/data/1091530/0001193125-07-228553.txt
1106056|SATYAM COMPUTER SERVICES LTD|6-K|2007-12-11|edgar/data/1106056/0001145549-07-002201.txt
1109357|EXELON CORP|8-K|2007-12-06|edgar/data/1109357/0001193125-07-260271.txt
1116317|XM SATELLITE RADIO INC|10-Q|2007-10-30|edgar/data/1116317/0001193125-07-228535.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2007-12-26|edgar/data/1119639/0001292814-07-003640.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2007-12-26|edgar/data/1119639/0001292814-07-003642.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2007-12-26|edgar/data/1119639/0001292814-07-003644.txt
1119639|BRAZILIAN PETROLEUM CORP|6-K|2007-12-26|edgar/data/1119639/0001292814-07-003646.txt
1156375|CME GROUP INC.|8-K|2007-11-09|edgar/data/1156375/0001193125-07-242433.txt
1156375|CME GROUP INC.|8-K|2007-11-09|edgar/data/1156375/0001193125-07-242438.txt
1160330|BANK BRADESCO|6-K|2007-11-05|edgar/data/1160330/0001292814-07-003072.txt
1166691|COMCAST CORP|8-K|2007-11-27|edgar/data/1166691/0001193125-07-253809.txt
1168165|EXELON GENERATION CO LLC|8-K|2007-12-06|edgar/data/1168165/0001193125-07-260272.txt
1292278|Old Mutual Advisor Funds|N-CSR/A|2007-10-05|edgar/data/1292278/0001292278-07-000058.txt
1292278|Old Mutual Advisor Funds|N-Q/A|2007-10-22|edgar/data/1292278/0001292278-07-000060.txt
1293243|PRA International|SC 13E3/A|2007-10-11|edgar/data/1293243/0000950123-07-013713.txt
1323648|Community Bankers Acquisition Corp.|8-K|2007-12-24|edgar/data/1323648/0000950133-07-005093.txt
1355096|LIBERTY MEDIA CORP|8-K|2007-10-10|edgar/data/1355096/0001104659-07-074250.txt
1355096|LIBERTY MEDIA CORP|8-K|2007-10-31|edgar/data/1355096/0001104659-07-078385.txt
1355096|LIBERTY MEDIA CORP|8-K|2007-11-20|edgar/data/1355096/0001104659-07-084364.txt
1360480|Underlying Funds Trust|POS AMI|2007-10-03|edgar/data/1360480/0000894189-07-002938.txt
13610|BOWNE & CO INC|10-Q|2007-11-07|edgar/data/13610/0000950123-07-015072.txt
1368007|NYSE Euronext|8-K|2007-11-21|edgar/data/1368007/0001193125-07-251814.txt
1383312|BROADRIDGE FINANCIAL SOLUTIONS, INC.|8-K|2007-11-14|edgar/data/1383312/0001193125-07-246976.txt
1412914|BlackRock Defined Opportunity Credit Trust|N-2/A|2007-11-02|edgar/data/1412914/0001341004-07-002894.txt
1412914|BlackRock Defined Opportunity Credit Trust|N-2/A|2007-12-19|edgar/data/1412914/0001047469-07-010183.txt
22606|COMMONWEALTH EDISON CO|8-K|2007-12-06|edgar/data/22606/0001193125-07-260276.txt
29669|RR Donnelley & Sons Co|8-K|2007-11-02|edgar/data/29669/0001193125-07-233963.txt
29915|DOW CHEMICAL CO /DE/|10-Q|2007-10-29|edgar/data/29915/0001104659-07-077625.txt
30554|DUPONT E I DE NEMOURS & CO|8-K|2007-11-01|edgar/data/30554/0000893220-07-003504.txt
316968|T. Rowe Price Prime Reserve Fund, Inc.|485BPOS|2007-10-02|edgar/data/316968/0000316968-07-000033.txt
37996|FORD MOTOR CO|8-K|2007-11-28|edgar/data/37996/0001157523-07-011710.txt
40545|GENERAL ELECTRIC CO|8-K|2007-11-30|edgar/data/40545/0000040545-07-000053.txt
4281|ALCOA INC|8-K|2007-11-02|edgar/data/4281/0001193125-07-233651.txt
45288|HANCOCK JOHN SOVEREIGN BOND FUND|485BPOS|2007-10-09|edgar/data/45288/0000950135-07-006060.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2007-11-14|edgar/data/51143/0001104659-07-082655.txt
51143|INTERNATIONAL BUSINESS MACHINES CORP|8-K|2007-11-27|edgar/data/51143/0001104659-07-085209.txt
66740|3M CO|8-K|2007-11-20|edgar/data/66740/0001104659-07-084293.txt
718573|RADYNE CORP|10-Q|2007-11-09|edgar/data/718573/0001193125-07-242107.txt
764180|ALTRIA GROUP, INC.|8-K|2007-11-19|edgar/data/764180/0001157523-07-011450.txt
769397|AUTODESK INC|8-K|2007-10-12|edgar/data/769397/0001193125-07-217850.txt
769397|AUTODESK INC|8-K|2007-10-12|edgar/data/769397/0001193125-07-217859.txt
769397|AUTODESK INC|8-K|2007-10-12|edgar/data/769397/0001193125-07-217863.txt
769397|AUTODESK INC|8-K|2007-12-20|edgar/data/769397/0001193125-07-269251.txt
77476|PEPSICO INC|8-K|2007-10-11|edgar/data/77476/0001157523-07-009770.txt
78003|PFIZER INC|8-K|2007-11-15|edgar/data/78003/0000078003-07-000317.txt
78100|PECO ENERGY CO|8-K|2007-12-06|edgar/data/78100/0001193125-07-260275.txt
789019|MICROSOFT CORP|8-K|2007-10-19|edgar/data/789019/0001193125-07-221457.txt
789019|MICROSOFT CORP|8-K|2007-11-27|edgar/data/789019/0001193125-07-253878.txt
789019|MICROSOFT CORP|8-K|2007-12-05|edgar/data/789019/0001193125-07-259490.txt
792953|AMERICAN FUNDS TAX EXEMPT SERIES I|485BPOS|2007-11-05|edgar/data/792953/0000792953-07-000031.txt
796343|ADOBE SYSTEMS INC|10-Q|2007-10-02|edgar/data/796343/0001104659-07-072546.txt
806085|LEHMAN BROTHERS HOLDINGS INC|8-K|2007-10-15|edgar/data/806085/0001193125-07-218509.txt
815556|FASTENAL CO|8-K|2007-12-20|edgar/data/815556/0001193125-07-268851.txt
815556|FASTENAL CO|8-K|2007-12-21|edgar/data/815556/0001193125-07-269812.txt
815556|FASTENAL CO|8-K|2007-12-26|edgar/data/815556/0001193125-07-270998.txt
815556|FASTENAL CO|8-K|2007-12-28|edgar/data/815556/0001193125-07-272614.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2007-10-04|edgar/data/8670/0000008670-07-000241.txt
8670|AUTOMATIC DATA PROCESSING INC|8-K|2007-11-27|edgar/data/8670/0000008670-07-000257.txt
883984|ICU MEDICAL INC/DE|10-Q|2007-10-25|edgar/data/883984/0001104659-07-076965.txt
883984|ICU MEDICAL INC/DE|8-K|2007-10-05|edgar/data/883984/0001104659-07-073531.txt
887991|DRYDEN INDEX SERIES FUND|485BPOS|2007-12-05|edgar/data/887991/0001133228-07-000426.txt
899749|HEALTHCARE REALTY TRUST INC|8-K|2007-11-13|edgar/data/899749/0001193125-07-244858.txt
901491|PAPA JOHNS INTERNATIONAL INC|8-K|2007-12-21|edgar/data/901491/0001104659-07-090570.txt
908823|ALLEGIANT ADVANTAGE FUND|485BPOS|2007-10-10|edgar/data/908823/0000935069-07-002432.txt
927516|FLORIDA DAILY MUNICIPAL INCOME FUND|N-CSR|2007-11-08|edgar/data/927516/0000759699-07-000092.txt
933738|ENGLOBAL CORP|8-K|2007-11-27|edgar/data/933738/0001157523-07-011631.txt
936468|LOCKHEED MARTIN CORP|8-K|2007-10-31|edgar/data/936468/0001193125-07-230703.txt
9984|BARNES GROUP INC|8-K|2007-12-20|edgar/data/9984/0001193125-07-268744.txt
